Date,Close,High,Low,Open,Volume,Daily Return,MA_7,MA_30,Signal,Cumulative Return
2023-02-18,24641.27734375,24798.8359375,24468.373046875,24565.296875,19625427158,0.0030805588480080637,23279.329241071428,22998.4205078125,1,1.4821749566290867
2023-02-19,24327.642578125,25093.0546875,24327.642578125,24640.02734375,25555105670,-0.012728023845912761,23642.106305803572,23053.4568359375,1,1.463309798437297
2023-02-20,24829.1484375,25020.458984375,23927.91015625,24336.623046875,28987376573,0.020614650916729094,24073.684430803572,23121.840950520833,1,1.493475419115111
2023-02-21,24436.353515625,25126.8515625,24200.36328125,24833.048828125,31252098714,-0.01581991113645098,24390.19140625,23179.0388671875,1,1.469848770700236
2023-02-22,24188.84375,24472.33984375,23644.318359375,24437.41796875,30199996781,-0.01012875204423358,24373.19168526786,23220.852604166666,1,1.4549610369592916
2023-02-23,23947.4921875,24572.08984375,23693.919921875,24190.71875,30476264066,-0.00997780485063493,24419.479910714286,23264.553385416668,1,1.4404437196672344
2023-02-24,23198.126953125,24103.705078125,23007.072265625,23946.0078125,26811744928,-0.03129201289670536,24224.126395089286,23267.228971354165,1,1.395369336214429
2023-02-25,23175.375,23210.2109375,22861.55859375,23200.125,16100721565,-0.0009807668166905703,24014.711774553572,23271.9822265625,1,1.3940008042724423
2023-02-26,23561.212890625,23654.3671875,23084.220703125,23174.150390625,16644534842,0.016648614774302573,23905.221819196428,23288.0650390625,1,1.4172089866578421
2023-02-27,23522.87109375,23857.890625,23205.87890625,23561.451171875,22660763494,-0.0016273269569350157,23718.610770089286,23304.457747395834,1,1.4149027242702432
2023-02-28,23147.353515625,23585.384765625,23077.650390625,23521.837890625,20535363434,-0.01596393470118429,23534.467912946428,23283.550651041667,1,1.3923153095714653
2023-03-01,23646.55078125,23880.6328125,23088.626953125,23150.9296875,24662841200,0.02156606219747892,23456.997488839286,23310.4310546875,1,1.4223420681361856
2023-03-02,23475.466796875,23739.138671875,23245.021484375,23647.01953125,20386398516,-0.007235050302163204,23389.565290178572,23321.637174479165,1,1.4120513517263373
2023-03-03,22362.6796875,23479.34765625,22213.23828125,23476.6328125,26062404610,-0.047402129167592566,23270.215680803572,23276.267513020834,-1,1.3451171111605318
2023-03-04,22353.349609375,22405.177734375,22198.98046875,22362.923828125,11166012913,-0.0004172164631153219,23152.78348214286,23238.983463541666,-1,1.3445559061569374
2023-03-05,22435.513671875,22613.685546875,22307.142578125,22354.14453125,13317001733,0.0036756935285233716,22991.969308035714,23205.18984375,-1,1.3494980815999364
2023-03-06,22429.7578125,22584.29296875,22331.314453125,22436.81640625,17353192895,-0.00025655126328649747,22835.81026785714,23175.120182291666,-1,1.3491518661622992
2023-03-07,22219.76953125,22527.41796875,22011.26171875,22428.322265625,22765452204,-0.00936203961743065,22703.298270089286,23150.590299479165,-1,1.3365210529413574
2023-03-08,21718.080078125,22268.896484375,21708.05078125,22216.44140625,22536575684,-0.022578517406286358,22427.80245535714,23115.855989583335,-1,1.3063443890836528
2023-03-09,20363.021484375,21802.716796875,20210.306640625,21720.080078125,30364664171,-0.06239311158608585,21983.167410714286,23019.147005208335,-1,1.2248374978456993
2023-03-10,20187.244140625,20370.595703125,19628.25390625,20367.001953125,39578257695,-0.008632183779056501,21672.39090401786,22927.408528645832,-1,1.2142644754648155
2023-03-11,20632.41015625,20792.525390625,20068.66015625,20187.876953125,30180288176,0.022051846825845045,21426.542410714286,22887.854231770834,-1,1.2410412496838308
2023-03-12,22163.94921875,22185.03125,20448.806640625,20628.029296875,29279035521,0.07422977009964415,21387.747488839286,22904.946419270833,-1,1.3331634563320367
2023-03-13,24197.533203125,24550.837890625,21918.19921875,22156.40625,49466362688,0.09175187888693825,21640.28683035714,22982.501692708334,-1,1.4554837083139058
2023-03-14,24746.07421875,26514.716796875,24081.18359375,24201.765625,54622230164,0.022669294883089997,22001.1875,23081.097395833334,-1,1.488478497695207
2023-03-15,24375.9609375,25240.615234375,23964.91015625,24770.92578125,43655701450,-0.014956444322371198,22380.884765625,23166.692708333332,-1,1.466216151919382
2023-03-16,25052.7890625,25190.326171875,24225.111328125,24373.45703125,33866061747,0.027766213062754286,23050.8515625,23261.0921875,-1,1.5069274219896271
2023-03-17,27423.9296875,27787.8125,24955.169921875,25055.123046875,50730261335,0.0946457745317153,24084.66378348214,23364.961783854167,1,1.6495517350069164
2023-03-18,26965.87890625,27725.953125,26636.26171875,27448.1171875,35723036817,-0.01670259464889101,24989.44503348214,23476.375260416666,1,1.621999941024721
2023-03-19,28038.67578125,28440.560546875,26907.716796875,26969.50390625,37769448859,0.039783493752593824,25828.69168526786,23592.144401041667,1,1.6865287655451855
2023-03-20,27767.236328125,28527.724609375,27242.880859375,28041.6015625,44774027664,-0.00968089417783835,26338.649274553572,23696.343033854166,1,1.6702016590380622
2023-03-21,28175.81640625,28439.5625,27439.646484375,27768.392578125,36102192830,0.014714466837708162,26828.612444196428,23824.615494791666,1,1.6947777859622628
2023-03-22,27307.4375,28803.3359375,26759.99609375,28158.720703125,33382021890,-0.030820008681536337,27247.39481026786,23907.225130208335,1,1.6425447198856309
2023-03-23,28333.97265625,28729.84375,27183.36328125,27301.95703125,24220433689,0.03759177902540278,27716.135323660714,24037.145768229166,1,1.7042908980349136
2023-03-24,27493.28515625,28388.4375,27039.265625,28324.111328125,25980310960,-0.02967065403073854,27726.04324776786,24147.293815104167,1,1.653723472431583
2023-03-25,27494.70703125,27791.826171875,27196.234375,27487.337890625,13383005987,5.17171735541222e-05,27801.59012276786,24265.534309895833,1,1.6538089983354174
2023-03-26,27994.330078125,28178.14453125,27445.046875,27495.5234375,13878363192,0.018171608313816145,27795.255022321428,24425.407747395835,1,1.6838613676790333
2023-03-27,27139.888671875,28037.92578125,26606.689453125,27994.068359375,18188895178,-0.03052194511765327,27705.633928571428,24557.558203125,1,1.6324666434289972
2023-03-28,27268.130859375,27460.71875,26677.818359375,27132.888671875,17783600385,0.004725228944394866,27575.96456473214,24681.122135416666,1,1.640180422063287
2023-03-29,28348.44140625,28619.54296875,27259.662109375,27267.03125,20684945906,0.0396180637553154,27724.67940848214,24841.974479166667,1,1.7051611945948104
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951,-0.0111074503792854,27681.763671875,25004.848111979165,1,1.6862212012371656
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598,0.015871042968584437,27822.506417410714,25165.912565104165,1,1.7129832903765387
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901,-0.0023684272611504964,27953.41043526786,25330.431510416667,1,1.7089262140537156
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999,-0.00745226498561502,27982.69308035714,25524.985807291665,1,1.6961908430657235
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327,-0.014507018470504951,28075.59765625,25706.21484375,1,1.6715841711758677
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859,0.0135971982612757,28204.163225446428,25897.300716145834,1,1.6943130325617561
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986,0.000351267384649967,28179.81222098214,26088.908268229166,1,1.6949081894694824
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380,-0.004749940528704033,28181.323381696428,26283.053971354166,1,1.686857476367889
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497,-0.004217681389550476,28102.376953125,26489.979947916665,1,1.679742848982988
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556,0.0007854922772632111,28036.199776785714,26742.805729166666,1,1.6810622740186523
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951,0.013784839213681899,28055.305803571428,27014.3326171875,1,1.7042354471741858
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094,0.04658621825410658,28321.41434151786,27315.018294270834,1,1.7836293316726275
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843,0.019629666758571807,28616.69559151786,27584.0552734375,1,1.8186413810741753
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926,-0.003175315803583212,28896.848214285714,27782.105924479165,1,1.8128666203558002
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001,0.00862713483952482,29233.266183035714,27970.538997395834,1,1.8285064651356833
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079,0.002849851088919886,29598.957589285714,28174.196940104168,1,1.8337174362764472
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378,-0.005484641300179338,29937.62918526786,28349.7205078125,1,1.8236601538925865
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417,-0.00010358775680330279,30220.815569196428,28446.1013671875,1,1.8234712450280732
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762,-0.028708571396173888,30191.110491071428,28528.740234375,1,1.7711219906013147
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496,0.032348662229154,30214.32393973214,28607.369466145832,1,1.8284154176419034
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421,-0.0518092051895368,30026.270647321428,28642.550911458333,1,1.7336866680975813
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360,-0.020008250880993006,29718.688058035714,28644.889973958332,1,1.698998630293252
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330,-0.034308522518338824,29260.289620535714,28643.872395833332,1,1.6407084975272093
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602,0.01981858797984626,28903.004464285714,28626.656640625,1,1.6732250232347337
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832,-0.008128524647254443,28513.865792410714,28629.926627604167,-1,1.6596241723929672
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330,-0.002393679129772508,28239.622209821428,28630.947721354165,-1,1.6556515646482441
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139,0.02841955147295372,27941.057198660714,28641.389973958332,-1,1.7027044395110413
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019,0.004066170397882152,27883.917410714286,28684.150390625,-1,1.7096279258993237
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027,0.036980508331842854,28059.317243303572,28757.672265625,-1,1.7728508356573949
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887,-0.00453030993708059,28354.08175223214,28790.732942708335,-1,1.7648192718996545
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333,-0.0031279011203009244,28558.508649553572,28831.23046875,-1,1.7592990917219509
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272,0.000694680667924441,28798.14034598214,28857.574544270832,-1,1.7605212427900672
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976,-0.04022160164248023,28879.030133928572,28846.925651041667,1,1.6897102586794408
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527,0.020966033026897257,28932.307198660714,28862.9666015625,1,1.725136779768801
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518,0.01135862564681589,29015.6796875,28903.502864583334,1,1.7447319626397484
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514,-0.005467695268338013,28926.240234375,28926.156901041668,1,1.7351922999431049
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518,0.023803407820215394,28953.972098214286,28971.370247395833,-1,1.7764957899051481
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714,-0.021323001096775096,28904.848493303572,29000.052994791666,-1,1.7386155682285842
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486,-0.015556145829018653,28788.587332589286,29017.690299479167,-1,1.7115694109086181
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752,-0.026733637409259936,28731.830915178572,29009.239583333332,-1,1.6658129348766064
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256,-0.0012817829272578907,28585.86495535714,28986.763736979166,-1,1.6636777242966763
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026,-0.0013384371045779275,28388.071707589286,28919.05625,-1,1.6614509963004178
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943,-0.022481076150133283,28124.225725446428,28811.247265625,-1,1.6240997899328733
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897,-0.007251596524522896,27734.31222098214,28700.111848958335,-1,1.6123224735407178
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605,-0.0007801573211611013,27431.37723214286,28579.612239583334,-1,1.6110646083589124
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959,0.005471927993601522,27213.614397321428,28461.110221354167,-1,1.6198802378888921
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792,0.009730726801279843,27141.960100446428,28356.916796875,-1,1.6356428499345812
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816,-0.005738415341494774,27053.085100446428,28247.626627604168,-1,1.6262568519113103
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925,0.013394867282656264,27021.23465401786,28179.4185546875,-1,1.6480403466101727
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600,-0.02067950762275983,26997.151785714286,28060.573763020835,-1,1.613959683699832
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301,0.0021585968530852817,27009.314453125,27996.155403645833,-1,1.617443571994073
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360,0.008905016115201336,27058.672712053572,27958.9419921875,-1,1.631846933068109
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921,-0.013850552916312875,27033.41378348214,27941.505859375,-1,1.6092449507703261
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492,0.0036425134576618667,26984.640066964286,27909.2984375,-1,1.6151066471601814
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143,0.013945303754316907,27011.650948660714,27897.109830729165,-1,1.6376297999504466
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428,-0.03272302765106416,26859.653180803572,27857.42578125,-1,1.5840415947244615
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697,0.005368887301425707,26808.795758928572,27796.379427083335,-1,1.5925461355273078
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225,0.009181223884829448,26784.39034598214,27739.599088541665,-1,1.607167658144504
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141,0.005578834405180588,26747.071428571428,27652.751302083332,-1,1.6161337803706541
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578,0.0453058267244435,26937.331473214286,27610.930794270833,-1,1.6893540573876469
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984,-0.0120973437068298,27065.13253348214,27560.844010416666,-1,1.668917360712901
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851,-0.0015690671469931194,27133.221540178572,27508.628776041667,-1,1.66629871731116
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534,-0.01742420455507676,27259.62723214286,27479.565104166668,-1,1.6372647876108684
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415,-0.014683709247646393,27308.73660714286,27417.5462890625,-1,1.6132236675081808
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000,0.01601855426947596,27384.493582589286,27358.988997395834,1,1.6390651783749637
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470,-0.0064023326039167605,27414.03292410714,27299.9029296875,1,1.628571337943509
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318,0.001622799291266075,27275.950055803572,27219.392317708334,1,1.6312141823564998
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646,-0.05011119223804861,26992.266183035714,27114.5748046875,-1,1.549472094883002
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693,0.057402171630208665,26926.042410714286,27074.0349609375,-1,1.638415158009695
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082,-0.03277624957004588,26801.233816964286,27029.092447916668,-1,1.584714053891423
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295,0.0061572444403654725,26756.697265625,26990.740494791666,-1,1.5944715256893152
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640,-0.0010503081775867784,26646.809430803572,26952.694466145833,-1,1.5927968392069545
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189,-0.02375852931180167,26471.968191964286,26914.376171875,-1,1.554954328814911
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603,0.0034399794195076883,26303.554129464286,26885.548763020834,-1,1.5603033397043087
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997,-0.001452109670044499,26323.897321428572,26856.162825520834,-1,1.5580376081365213
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486,0.0006265231396582749,26135.31808035714,26822.432486979167,-1,1.5590137547504765
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766,-0.030636253390914137,25960.84347098214,26753.498567708335,-1,1.5112514143200204
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409,0.017979087727655774,25827.726004464286,26704.823372395833,-1,1.5384223360766238
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965,0.029365685552642073,25805.881417410714,26669.112044270834,-1,1.583599162645011
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850,0.006959002900740696,25900.086495535714,26658.394270833334,-1,1.594619433811468
2023-06-18,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129,-0.006580854145875503,25956.66434151786,26639.930403645834,-1,1.5841254758993761
2023-06-19,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222,0.019547852547670663,26092.168526785714,26630.645182291668,-1,1.6150917271192657
2023-06-20,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147,0.05498705349618893,26436.27706473214,26683.1005859375,-1,1.703900862319625
2023-06-21,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979,0.06000562340273241,27136.651506696428,26788.967903645833,1,1.8061444957795674
2023-06-22,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491,-0.0038303689299371557,27756.063895089286,26878.5197265625,1,1.7992262960199563
2023-06-23,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085,0.02618280743799839,28380.06473214286,27023.874739583334,1,1.84633509166603
2023-06-24,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496,-0.0047815994828226405,28956.924665178572,27159.624348958332,1,1.8375066567466023
2023-06-25,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114,-0.002240147837737516,29548.931640625,27284.9900390625,1,1.833390370182663
2023-06-26,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997,-0.006861189753050945,30037.517578125,27398.415950520834,1,1.8208111309614234
2023-06-27,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944,0.013776598074988877,30374.756975446428,27485.166536458335,1,1.845895714083145
2023-06-28,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779,-0.01961401038928634,30383.178292410714,27563.178580729167,1,1.809690296369579
2023-06-29,30445.3515625,30796.25,30057.203125,30086.1875,13180860821,0.011935868224670187,30459.331194196428,27654.611979166668,1,1.8312905212745105
2023-06-30,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197,0.0010477918298796851,30428.157366071428,27763.1984375,1,1.833209332520838
2023-07-01,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733,0.0037019798257575953,30434.069196428572,27888.868619791665,1,1.8399958364862208
2023-07-02,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042,0.0010033124506771962,30454.141741071428,28001.241276041666,1,1.8418419272181616
2023-07-03,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873,0.01749367929268808,30580.614397321428,28137.2849609375,1,1.8740625192007427
2023-07-04,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427,-0.012159843310882601,30593.38839285714,28259.235481770833,1,1.8512742126124637
2023-07-05,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280,-0.0085586975402272,30654.51981026786,28417.704427083332,1,1.8354297165626914
